date,Gold_INR_AM,Gold_INR_PM,Silver_INR_AM,Silver_INR_PM,Gold_London_AM_Fix_USD,Gold_London_PM_Fix_USD,Silver_London_Fix_USD,Gold_COMEX_close_USD,Silver_COMEX_close_USD,Gold_CFTC_Net,Silver_CFTC_Net,DXY_close,US_10Y,India_10Y,USDINR_ibja,EURUSD_ibja,MCX_Gold_open,MCX_Gold_high,MCX_Gold_low,MCX_Gold_close,MCX_Gold_volume,MCX_Gold_OI,MCX_Silver_open,MCX_Silver_high,MCX_Silver_low,MCX_Silver_close,MCX_Silver_volume,MCX_Silver_OI,USDINR_Futures_close,Gold_Silver_Ratio,Gold_Crude_Ratio,SPDR_Gold_tonnes,iShares_Silver_tonnes
2023-01-16,56254.0,56462.0,67848.0,68115.0,1904.05,1907.15,23.68,1921.7,24.37,82574.0,24610.0,102.2,3.5035,7.3,81.4575,1.0823,55915.0,56370.0,55900.0,56324.0,5890.0,12595.0,68717.0,69460.0,68111.0,69427.0,17612.0,20541.0,81.4575,78.85,24.06,,
2023-01-17,56814.0,56883.0,69236.0,69167.0,1915.1,1917.0,24.17,1921.7,24.37,82574.0,24610.0,102.2,3.5035,7.327,81.64,1.0833,56467.0,56562.0,56330.0,56482.0,3950.0,12280.0,69500.0,70077.0,69210.0,69786.0,9285.0,20850.0,81.64,78.85,24.06,,
2023-01-18,56825.0,56752.0,69049.0,68661.0,1904.95,1913.8,24.1,1909.9,24.07,82574.0,24610.0,102.39,3.5476,7.333,81.825,1.0823,56479.0,56521.0,56305.0,56352.0,4929.0,11409.0,69686.0,69849.0,69036.0,69186.0,11183.0,19862.0,81.825,79.35,23.82,,
2023-01-19,56605.0,56755.0,68661.0,68993.0,1911.55,1920.7,24.19,1907.0,23.65,82574.0,24610.0,102.36,3.3698,7.324,81.335,1.0844,56303.0,56550.0,56122.0,56286.0,5918.0,10672.0,69369.0,69767.0,68114.0,68227.0,19466.0,18457.0,81.335,80.64,23.99,,
2023-01-20,56642.0,56670.0,67264.0,67444.0,1907.5,1918.6,23.45,1923.9,23.87,82574.0,24610.0,102.06,3.3915,7.313,81.4375,1.0824,56305.0,56588.0,56245.0,56546.0,4721.0,10205.0,68015.0,68470.0,67425.0,68359.0,16716.0,17900.0,81.4375,80.6,23.95,,
2023-01-23,56990.0,57050.0,68509.0,68453.0,1928.75,1924.9,23.87,1944.9,23.94,82574.0,24610.0,102.01,3.4787,7.348,81.205,1.0841,56641.0,56850.0,56560.0,56658.0,4923.0,9574.0,68654.0,69144.0,68340.0,68547.0,13230.0,18075.0,81.205,81.26,23.82,,
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,57362.0,57322.0,68006.0,68137.0,1936.5,1920.75,23.71,1952.2,23.75,93357.0,28042.0,101.92,3.4527,7.345,81.665,1.0868,56986.0,57125.0,56775.0,56969.0,6284.0,7467.0,68212.0,68700.0,67800.0,68542.0,20057.0,17361.0,81.665,82.2,24.36,,
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,57138.0,57138.0,67947.0,67894.0,1936.45,1932.45,23.71,1946.7,24.02,93357.0,28042.0,101.84,3.4947,7.349,81.615,1.0866,56940.0,57021.0,56702.0,56962.0,5172.0,4818.0,68497.0,68745.0,67943.0,68676.0,16434.0,18375.0,81.615,81.04,24.03,,
2023-01-30,57062.0,57189.0,68350.0,68192.0,1928.25,1923.05,23.73,1945.6,23.62,106631.0,20923.0,101.93,3.5035,7.387,81.6725,1.0898,56760.0,56985.0,56640.0,56857.0,6946.0,1892.0,68589.0,68926.0,67976.0,68329.0,14721.0,17442.0,81.6725,82.36,24.42,,
2023-01-31,57288.0,57079.0,68334.0,68149.0,1926.75,1924.1,23.64,1939.2,23.73,106631.0,20923.0,102.28,3.5366,7.399,81.6275,1.0914,56900.0,57149.0,56720.0,56782.0,2096.0,387.0,68438.0,68810.0,68360.0,68589.0,11054.0,18433.0,81.6275,81.71,24.89,,
2023-02-01,57041.0,56865.0,67949.0,67671.0,1905.2,1923.9,23.0,1945.3,23.84,106631.0,20923.0,102.1,3.5069,7.344,82.0175,1.0841,57150.0,57200.0,56627.0,57190.0,7255.0,19405.0,68604.0,68890.0,67613.0,68829.0,21362.0,18177.0,82.0175,81.61,24.66,,
2023-02-02,57426.0,57910.0,68794.0,69445.0,1925.6,1925.9,23.5,1942.8,23.61,106631.0,20923.0,101.22,3.4166,7.276,81.9975,1.0905,57150.0,57950.0,57094.0,57885.0,11170.0,20193.0,68754.0,70152.0,68613.0,69841.0,25181.0,20314.0,81.9975,82.29,25.43,,
2023-02-03,58689.0,58882.0,71250.0,71576.0,1954.9,1921.65,24.44,1930.8,23.62,106631.0,20923.0,101.75,3.3927,7.294,82.2775,1.1,57939.0,58847.0,57625.0,57695.0,8677.0,19167.0,70000.0,72769.0,69970.0,70204.0,32573.0,18003.0,82.2775,81.76,25.45,,
2023-02-06,58013.0,57788.0,69745.0,69539.0,1910.0,1875.35,23.49,1876.6,22.41,106631.0,20923.0,102.92,3.5246,7.278,82.015,1.0937,57799.0,57900.0,56544.0,56585.0,10868.0,17179.0,70116.0,70557.0,67406.0,67576.0,32581.0,14359.0,82.015,83.76,25.57,,
2023-02-07,57432.0,57455.0,67599.0,67606.0,1873.5,1873.25,22.38,1879.5,22.24,106631.0,20923.0,103.62,3.6399,7.32,82.8375,1.077,56638.0,57195.0,56638.0,56955.0,5467.0,17210.0,67776.0,68185.0,67300.0,67399.0,13473.0,14352.0,82.8375,84.52,25.36,,
2023-02-08,57476.0,57365.0,67494.0,67134.0,1873.8,1870.7,22.21,1884.8,22.18,106631.0,20923.0,103.43,3.6735,7.311,82.815,1.0714,57000.0,57380.0,56950.0,57257.0,7130.0,16808.0,67635.0,67845.0,67152.0,67529.0,14249.0,14180.0,82.815,84.99,24.43,,
2023-02-09,57542.0,57538.0,67363.0,67516.0,1880.75,1872.65,22.45,1890.7,22.42,106631.0,20923.0,103.41,3.6098,7.344,82.635,1.0748,57220.0,57384.0,56986.0,57215.0,6034.0,16415.0,67677.0,67891.0,67213.0,67633.0,13026.0,14345.0,82.635,84.33,24.09,,
2023-02-10,57555.0,57597.0,67422.0,67483.0,1882.1,1879.1,22.47,1878.5,22.14,106631.0,20923.0,103.22,3.6579,7.344,82.61,1.0774,57238.0,57419.0,56750.0,56852.0,6617.0,15818.0,67619.0,67933.0,66780.0,67030.0,17972.0,14266.0,82.61,84.83,24.06,,
2023-02-13,56983.0,57038.0,66425.0,66740.0,1864.1,1859.7,22.12,1874.5,22.08,106631.0,20923.0,103.63,3.732,7.363,82.65,1.0703,56760.0,56865.0,56496.0,56741.0,8489.0,15184.0,66755.0,67169.0,66258.0,66664.0,15244.0,14104.0,82.65,84.92,23.51,,
2023-02-14,57076.0,57060.0,66307.0,66371.0,1858.5,1856.05,21.99,1863.5,21.85,106631.0,20923.0,103.35,3.7016,7.365,82.76,1.0686,56762.0,56920.0,56470.0,56497.0,4936.0,14625.0,66275.0,66625.0,66049.0,66144.0,13669.0,14363.0,82.76,85.28,23.25,,
2023-02-15,57025.0,57018.0,66387.0,65842.0,1860.5,1863.7,21.71,1865.4,21.87,106631.0,20923.0,103.23,3.7435,7.369,82.83,1.0763,56611.0,56999.0,56478.0,56750.0,9679.0,14204.0,66415.0,66674.0,65660.0,66251.0,22994.0,14087.0,82.83,85.28,23.59,,
2023-02-16,56770.0,56478.0,66055.0,65411.0,1835.45,1831.2,21.47,1845.3,21.57,106631.0,20923.0,103.92,3.8049,7.348,82.885,1.072,56666.0,56674.0,56078.0,56126.0,8238.0,13466.0,66086.0,66086.0,65150.0,65421.0,16993.0,14490.0,82.885,85.54,23.48,,
2023-02-17,56343.0,56428.0,65474.0,65389.0,1837.3,1828.95,21.57,1851.8,21.71,106631.0,20923.0,103.86,3.8608,7.32,82.72,1.0707,56225.0,56279.0,55910.0,56228.0,6835.0,13184.0,65651.0,65780.0,65007.0,65633.0,15919.0,14097.0,82.72,85.3,23.59,,
2023-02-20,56204.0,56175.0,65164.0,64500.0,1824.5,1833.95,21.22,1850.2,21.86,106631.0,20923.0,103.86,3.8148,7.371,82.8575,1.0639,55975.0,56287.0,55691.0,56257.0,7485.0,12450.0,65228.0,65682.0,64400.0,65631.0,21318.0,13695.0,82.8575,84.63,24.24,,
2023-02-21,56587.0,56601.0,65712.0,65760.0,1844.2,1845.8,21.71,1850.2,21.86,106631.0,20923.0,103.86,3.8148,7.354,82.7425,1.0696,56209.0,56345.0,56188.0,56213.0,3295.0,12310.0,65933.0,65950.0,65501.0,65749.0,7617.0,13696.0,82.7425,84.63,24.24,,
2023-02-22,56447.0,56384.0,65639.0,65770.0,1833.2,1836.85,21.78,1842.5,22.03,106631.0,20923.0,104.18,3.9525,7.363,82.825,1.0658,56191.0,56310.0,56003.0,56168.0,5384.0,12074.0,65628.0,66200.0,65390.0,66052.0,13255.0,13288.0,82.825,83.65,24.13,,
2023-02-23,56456.0,56496.0,65850.0,65986.0,1833.45,1835.75,21.86,1841.5,21.82,106631.0,20923.0,104.59,3.9156,7.403,82.9125,1.0641,56169.0,56395.0,56027.0,56083.0,4424.0,11871.0,65976.0,66133.0,65222.0,65438.0,11565.0,12584.0,82.9125,84.41,24.9,,
2023-02-24,56197.0,56080.0,65293.0,65182.0,1826.95,1826.05,21.52,1826.8,21.44,106631.0,20923.0,104.6,3.8768,7.368,82.74,1.0601,55954.0,56010.0,55511.0,55587.0,6623.0,11454.0,65511.0,65511.0,64310.0,64351.0,11975.0,10540.0,82.74,85.21,24.23,,
2023-02-27,56038.0,55957.0,64549.0,64331.0,1824.1,1810.95,21.09,1817.1,20.94,111540.0,24846.0,105.21,3.9432,7.388,82.89,1.0602,55707.0,55790.0,55380.0,55432.0,5411.0,11194.0,64389.0,64450.0,63201.0,63433.0,13929.0,6438.0,82.89,86.79,23.81,,
2023-02-28,55712.0,55666.0,63104.0,63446.0,1809.05,1818.65,20.73,1824.9,20.79,111540.0,24846.0,104.67,3.9141,7.422,82.925,1.0581,55397.0,55497.0,55290.0,55476.0,4261.0,11177.0,62725.0,63337.0,62550.0,62964.0,4753.0,3966.0,82.925,87.77,24.11,,
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,56085.0,56140.0,64407.0,64246.0,1833.5,1841.25,21.0,1845.4,21.1,111540.0,24846.0,104.48,3.9925,7.394,82.615,1.0682,55760.0,56020.0,55627.0,55830.0,4575.0,11207.0,64740.0,65066.0,64404.0,64541.0,14135.0,13961.0,82.615,87.48,23.75,,
2023-03-03,56066.0,56087.0,63911.0,63706.0,1831.75,1836.2,20.8,1840.5,20.9,111540.0,24846.0,105.03,4.0556,7.416,82.705,1.0641,55777.0,55925.0,55705.0,55739.0,4549.0,10844.0,64446.0,64532.0,63884.0,64034.0,11394.0,15006.0,82.705,87.48,23.75,,
2023-03-06,56091.0,56103.0,64043.0,64139.0,1845.55,1841.15,21.09,1854.6,21.24,78839.0,6064.0,104.52,3.9517,7.397,82.0725,1.0625,55899.0,55899.0,55580.0,55721.0,4593.0,10377.0,64322.0,64645.0,63820.0,64401.0,11350.0,14173.0,82.0725,87.32,23.28,,
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,56108.0,56089.0,64293.0,64266.0,1843.05,1826.55,20.91,1820.0,20.2,78839.0,6064.0,105.62,3.9637,7.406,82.025,1.0644,55700.0,55700.0,55000.0,55022.0,4559.0,9968.0,64357.0,65000.0,62138.0,62206.0,16832.0,17879.0,82.025,90.1,23.46,,
2023-03-09,55309.0,55245.0,61745.0,61883.0,1813.35,1816.3,20.11,1818.6,20.15,57353.0,5524.0,105.66,3.9913,7.436,82.1175,1.0555,54935.0,55112.0,54850.0,54911.0,4239.0,9754.0,61703.0,62242.0,61586.0,61817.0,14244.0,18118.0,82.1175,90.25,23.72,,
2023-03-10,55121.0,55286.0,61497.0,61793.0,1817.5,1831.4,20.12,1834.6,20.17,57353.0,5524.0,105.31,3.9032,7.426,82.0975,1.0591,54855.0,55401.0,54771.0,55301.0,5789.0,9385.0,61900.0,62390.0,61500.0,61984.0,11535.0,17725.0,82.0975,90.98,24.23,,
2023-03-13,55607.0,55669.0,61557.0,61791.0,1834.95,1861.25,20.09,1867.2,20.51,52457.0,5564.0,104.58,3.6987,7.417,82.1425,1.0609,55325.0,56190.0,55270.0,56150.0,7084.0,9440.0,61750.0,63629.0,61353.0,62890.0,23883.0,15345.0,82.1425,91.06,24.35,,
2023-03-14,56748.0,56968.0,63430.0,63666.0,1882.1,1911.3,21.1,1916.5,21.92,52457.0,5564.0,103.6,3.5732,7.357,82.225,1.0672,56667.0,57680.0,56353.0,57642.0,10611.0,9674.0,63623.0,66770.0,63348.0,66652.0,36713.0,13338.0,82.225,87.42,25.62,,
2023-03-15,57772.0,57605.0,66621.0,66176.0,1901.45,1907.55,21.64,1910.9,22.04,39908.0,-7093.0,103.6,3.6892,7.369,82.5225,1.0728,57483.0,57738.0,57231.0,57483.0,6119.0,9245.0,66411.0,67125.0,65890.0,66956.0,18951.0,13103.0,82.5225,86.7,26.79,,
2023-03-16,57501.0,57902.0,66364.0,66861.0,1906.0,1923.4,22.1,1931.3,21.88,39908.0,-7093.0,104.65,3.4548,7.342,82.8575,1.0625,57380.0,58661.0,57068.0,58336.0,10022.0,9312.0,66749.0,68720.0,66200.0,67299.0,25938.0,12568.0,82.8575,88.26,28.57,,
2023-03-17,58115.0,58341.0,66500.0,67311.0,1919.4,1922.75,22.01,1939.7,21.69,24106.0,-18205.0,104.42,3.577,7.335,82.85,1.0616,57955.0,58525.0,57845.0,58006.0,7272.0,8689.0,67080.0,67833.0,66210.0,66531.0,18572.0,11608.0,82.85,89.42,28.38,,
2023-03-20,58159.0,58220.0,66937.0,66773.0,1930.9,1962.1,21.89,1990.2,22.46,24106.0,-18205.0,103.71,3.4286,7.34,82.615,1.0639,58269.0,59461.0,58143.0,59383.0,7736.0,8926.0,67140.0,68710.0,67003.0,68501.0,19147.0,13417.0,82.615,88.6,29.82,,
2023-03-21,59671.0,59479.0,68250.0,68472.0,1981.95,1969.35,22.5,1999.7,22.65,24106.0,-18205.0,103.28,3.4847,7.325,82.62,1.07,59418.0,60455.0,59232.0,59506.0,9992.0,8557.0,67140.0,68710.0,67003.0,68501.0,19147.0,13417.0,82.62,88.3,29.56,,
2023-03-22,59487.0,59188.0,68409.0,68499.0,1965.95,1952.5,22.47,1958.3,22.43,85362.0,-3762.0,103.26,3.6094,7.334,82.675,1.0762,59594.0,59705.0,58534.0,58579.0,8269.0,7960.0,69008.0,69260.0,68127.0,68394.0,13875.0,12523.0,82.62,87.33,28.11,,
2023-03-23,58614.0,58637.0,68250.0,68221.0,1941.85,1949.35,22.35,1966.6,22.79,85362.0,-3762.0,102.35,3.4341,7.334,82.675,1.0762,58563.0,58810.0,58462.0,58756.0,5165.0,7736.0,68566.0,69498.0,68409.0,69309.0,13044.0,13028.0,82.675,86.31,27.74,,
2023-03-24,59192.0,59086.0,69368.0,69136.0,1977.55,1977.95,22.9,2013.3,23.26,85362.0,-3762.0,102.53,3.4266,7.327,82.2475,1.0872,59231.0,59618.0,58930.0,59565.0,8241.0,7125.0,69725.0,70262.0,69400.0,70212.0,15780.0,13911.0,82.2475,86.57,28.78,,
2023-03-27,59370.0,59653.0,69528.0,69756.0,1996.15,1993.8,23.17,2001.7,23.34,106955.0,886.0,103.12,3.3762,7.306,82.45,1.0729,59490.0,59975.0,59190.0,59273.0,7931.0,5918.0,70093.0,71481.0,69911.0,70411.0,20427.0,13850.0,82.45,85.77,28.9,,
2023-03-28,59003.0,58892.0,69580.0,69369.0,1960.25,1946.25,22.89,1971.5,23.15,106955.0,886.0,102.86,3.5299,7.296,82.375,1.0775,59300.0,59310.0,58405.0,58526.0,7510.0,4811.0,70251.0,70408.0,69670.0,69926.0,11830.0,13505.0,82.375,85.77,28.9,,
2023-03-29,58897.0,58965.0,69400.0,69500.0,1949.85,1962.85,23.05,1990.4,23.42,106955.0,886.0,102.43,3.5696,7.313,82.3225,1.0864,58718.0,59232.0,58500.0,59042.0,5064.0,3262.0,70190.0,70667.0,69555.0,70584.0,12723.0,14164.0,82.3225,84.99,27.19,,
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,59106.0,59335.0,69620.0,70000.0,1968.1,1965.8,23.71,1997.7,23.99,106955.0,886.0,102.14,3.5488,7.285,82.43,1.0826,59687.0,59968.0,59460.0,59895.0,4106.0,18537.0,70999.0,72100.0,70912.0,71774.0,13736.0,14914.0,82.43,83.28,26.86,,
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,59251.0,59715.0,71173.0,71700.0,1982.25,2009.6,24.02,2038.2,25.1,130314.0,10832.0,101.59,3.3387,7.306,82.42,1.0855,59886.0,61145.0,59858.0,60954.0,4712.0,19361.0,72149.0,74700.0,72015.0,74618.0,17531.0,17525.0,82.42,81.2,25.25,,
2023-04-06,60977.0,60781.0,74522.0,73834.0,2022.3,2030.85,24.74,2035.6,25.04,130314.0,10832.0,101.85,3.3108,7.267,82.125,1.0947,61024.0,61181.0,60550.0,60856.0,5637.0,19201.0,74950.0,75175.0,73907.0,74555.0,19520.0,16313.0,82.125,81.3,25.25,,
2023-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,60575.0,60623.0,73965.0,74164.0,,,,2026.4,25.09,144986.0,19493.0,102.09,3.3906,7.204,81.99,1.0924,60679.0,60836.0,60330.0,60511.0,5742.0,18810.0,74339.0,74820.0,73726.0,74570.0,14262.0,16159.0,81.99,80.76,25.11,,
2023-04-11,60068.0,60355.0,73856.0,74556.0,,,,2003.8,24.91,144986.0,19493.0,102.58,3.4168,7.22,82.065,1.0903,60402.0,60417.0,59912.0,60063.0,4678.0,18426.0,74057.0,75024.0,74057.0,74323.0,13078.0,14975.0,82.065,80.44,25.13,,
2023-04-12,60324.0,60390.0,74519.0,74416.0,2001.5,2002.7,25.06,2019.0,25.19,144986.0,19493.0,102.2,3.4262,7.206,82.1675,1.0919,60170.0,60599.0,60170.0,60505.0,3991.0,18534.0,74725.0,75160.0,74519.0,75040.0,13229.0,15179.0,82.1675,80.16,24.76,,
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,60743.0,60880.0,75621.0,75869.0,2035.65,2019.4,26.03,2015.8,25.46,137563.0,19231.0,101.55,3.5128,7.215,81.905,1.101,61038.0,61170.0,60088.0,60329.0,6885.0,17658.0,77199.0,77549.0,75230.0,75677.0,17243.0,13065.0,81.905,79.18,24.43,,
2023-04-18,60709.0,60629.0,75570.0,75530.0,2009.8,1995.55,25.39,2007.0,25.09,137563.0,19231.0,102.1,3.6004,7.23,82.0375,1.0979,60351.0,60625.0,59871.0,60180.0,5816.0,17558.0,75506.0,76300.0,74402.0,74812.0,17391.0,11847.0,82.0375,80.0,24.83,,
2023-04-19,60479.0,60593.0,74574.0,74642.0,1999.3,1999.4,25.09,2019.7,25.26,137563.0,19231.0,101.75,3.5756,7.197,82.065,1.0969,60229.0,60650.0,60111.0,60488.0,5667.0,17704.0,74936.0,75606.0,74582.0,75249.0,12886.0,12021.0,82.065,79.95,24.98,,
2023-04-20,60373.0,59921.0,74359.0,73775.0,1976.1,1990.55,24.75,2007.3,25.59,137563.0,19231.0,101.97,3.5908,7.202,82.2575,1.0927,60448.0,60509.0,59653.0,60288.0,9611.0,16854.0,75299.0,75676.0,73905.0,75472.0,26970.0,11689.0,82.2575,78.44,25.36,,
2023-04-21,60517.0,60616.0,75112.0,75419.0,1994.05,2007.15,25.4,2019.1,25.6,137563.0,19231.0,101.84,3.5318,7.199,82.1725,1.0965,60245.0,60689.0,60157.0,60503.0,5638.0,17237.0,75333.0,75950.0,75010.0,75501.0,18659.0,10955.0,82.1725,78.89,26.1,,
2023-04-24,60446.0,60191.0,74763.0,74773.0,1986.1,1973.65,25.16,1990.5,25.28,134253.0,21753.0,101.82,3.5718,7.156,82.095,1.0961,60381.0,60476.0,59622.0,59845.0,9205.0,15685.0,75303.0,75617.0,74500.0,74654.0,22341.0,9461.0,82.095,78.74,25.56,,
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-26,60368.0,60078.0,74768.0,74075.0,1990.2,1987.4,24.9,2004.5,25.09,134253.0,21753.0,101.86,3.3996,7.131,81.95,1.1018,60033.0,60320.0,59709.0,60261.0,6866.0,15532.0,74901.0,75000.0,73300.0,74263.0,20199.0,6931.0,81.95,79.9,26.01,,
2023-04-27,60434.0,60431.0,74315.0,74200.0,1999.05,2003.0,24.85,1996.0,25.07,134253.0,21753.0,101.47,3.4485,7.113,81.885,1.1043,60210.0,60428.0,59825.0,59893.0,7082.0,15013.0,74340.0,74842.0,73737.0,73819.0,13657.0,5989.0,81.885,79.61,26.86,,
2023-04-28,60382.0,60515.0,74179.0,74415.0,1997.65,1985.65,25.15,1999.0,25.21,134253.0,21753.0,101.5,3.5204,7.099,81.9225,1.1062,60150.0,60299.0,59547.0,59901.0,8386.0,14899.0,74213.0,74539.0,73063.0,73959.0,12004.0,4957.0,81.9225,79.3,26.74,,
2023-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-02,60169.0,60168.0,73934.0,73868.0,,,,1992.2,25.23,133174.0,25167.0,102.15,3.5681,7.119,81.905,1.0997,59867.0,60328.0,59711.0,59764.0,4018.0,14819.0,75888.0,77851.0,75256.0,75459.0,26725.0,17390.0,81.905,78.96,26.33,,
2023-05-03,60220.0,60417.0,74233.0,74226.0,1980.9,1995.4,24.77,2023.3,25.62,133174.0,25167.0,101.96,3.4239,7.094,81.9625,1.0976,59755.0,60771.0,59700.0,60628.0,7954.0,15556.0,75280.0,76797.0,74480.0,76248.0,24237.0,19014.0,81.9625,78.98,28.23,,
2023-05-04,61071.0,61044.0,75173.0,75282.0,2016.9,2014.3,25.25,2037.0,25.68,133174.0,25167.0,101.34,3.3356,7.007,81.8975,1.1051,60740.0,61022.0,60535.0,60965.0,4437.0,15339.0,76263.0,76838.0,75813.0,76582.0,12653.0,19336.0,81.8975,79.32,29.69,,
2023-05-05,61565.0,61646.0,76359.0,76464.0,2036.05,2044.7,25.63,2055.7,26.23,133174.0,25167.0,101.4,3.3787,7.013,81.8325,1.1104,61200.0,61845.0,61053.0,61493.0,7715.0,15683.0,77111.0,78190.0,76655.0,78038.0,19542.0,21548.0,81.8325,78.38,29.98,,
2023-05-08,61739.0,61496.0,77251.0,77280.0,2038.9,2000.95,25.84,2024.8,25.93,147816.0,27131.0,101.21,3.437,7.013,81.8325,1.1104,61566.0,61629.0,60250.0,60628.0,8693.0,14400.0,78100.0,78292.0,75939.0,77047.0,22537.0,18623.0,81.8325,78.09,28.38,,
2023-05-09,61108.0,61169.0,76231.0,76315.0,,,,2033.2,25.83,147816.0,27131.0,101.38,3.5072,7.049,81.85,1.1053,60783.0,61090.0,60771.0,60927.0,4038.0,14352.0,77248.0,77400.0,76890.0,77079.0,9193.0,19399.0,81.85,78.7,27.79,,
2023-05-10,61370.0,61533.0,76285.0,76399.0,2025.6,2030.2,25.57,2042.9,25.9,147816.0,27131.0,101.61,3.5186,7.044,82.1225,1.0979,60910.0,61460.0,60905.0,61419.0,5493.0,14845.0,77173.0,77518.0,76666.0,77456.0,14470.0,20176.0,82.1225,78.88,27.72,,
2023-05-11,61430.0,61495.0,76351.0,76261.0,2029.6,2037.15,25.52,2037.1,25.66,147816.0,27131.0,101.48,3.4426,7.037,82.095,1.0961,61270.0,61651.0,60976.0,61270.0,7209.0,14312.0,77374.0,78120.0,76264.0,76688.0,23130.0,18563.0,82.095,79.39,28.07,,
2023-05-12,61539.0,61585.0,75688.0,74795.0,2025.75,2015.95,24.89,2020.5,24.42,147816.0,27131.0,102.06,3.3843,7.024,82.145,1.093,61279.0,61515.0,60825.0,60892.0,8446.0,13697.0,76555.0,76620.0,73710.0,73808.0,30604.0,15847.0,82.145,82.73,28.51,,
2023-05-15,61037.0,60964.0,72354.0,72040.0,2006.65,2019.9,23.86,2019.8,24.15,146626.0,27169.0,102.68,3.4625,6.994,82.2225,1.0906,60795.0,61080.0,60525.0,60887.0,6356.0,12830.0,73675.0,73763.0,72506.0,73054.0,17857.0,15489.0,82.2225,83.62,28.84,,
2023-05-16,61235.0,61208.0,72565.0,72455.0,2015.3,2019.9,23.89,2022.7,24.29,146626.0,27169.0,102.43,3.5019,7.006,82.315,1.0875,60910.0,61138.0,60820.0,61027.0,4384.0,12828.0,73188.0,73675.0,72880.0,73402.0,11130.0,14963.0,82.315,83.27,28.44,,
2023-05-17,61079.0,61066.0,72015.0,71930.0,2009.9,2007.45,23.79,1993.0,23.89,146626.0,27169.0,102.56,3.5339,6.964,82.2475,1.0898,61498.0,61498.0,60190.0,60244.0,7993.0,11780.0,73160.0,73333.0,72334.0,72585.0,18118.0,15225.0,82.2475,83.41,28.13,,
2023-05-18,60618.0,60646.0,71739.0,71808.0,1985.75,1974.4,23.69,2003.7,23.9,146626.0,27169.0,102.88,3.5641,6.966,82.41,1.0838,60333.0,60445.0,59960.0,60145.0,5625.0,11443.0,72560.0,72914.0,72148.0,72658.0,13303.0,15053.0,82.41,83.85,27.51,,
2023-05-19,60512.0,60474.0,71745.0,71496.0,1976.95,1960.3,23.52,1978.3,23.63,146626.0,27169.0,103.58,3.6457,6.987,82.5975,1.081,60100.0,60153.0,59540.0,59723.0,8394.0,10749.0,72555.0,72557.0,71811.0,72143.0,16131.0,14530.0,82.5975,83.71,27.53,,
2023-05-22,60302.0,60275.0,71834.0,71784.0,1965.55,1961.6,23.66,2000.3,24.06,131789.0,13443.0,103.2,3.6726,7.009,82.745,1.0816,59766.0,60490.0,59721.0,60379.0,8226.0,9909.0,72336.0,73657.0,72191.0,73321.0,19667.0,14695.0,82.745,83.14,27.96,,
2023-05-23,60760.0,60829.0,72095.0,72521.0,1981.2,1970.3,23.85,1995.7,23.86,131789.0,13443.0,103.2,3.7148,6.986,82.8675,1.0841,60245.0,60430.0,60111.0,60241.0,5594.0,9480.0,73100.0,73381.0,72557.0,72733.0,11599.0,14301.0,82.8675,83.64,27.7,,
2023-05-24,60450.0,60342.0,71568.0,70718.0,1959.65,1969.2,23.16,1992.8,23.62,131789.0,13443.0,103.49,3.6919,7.014,82.84,1.0785,60000.0,60245.0,59739.0,60197.0,8760.0,8296.0,72445.0,72454.0,71109.0,72164.0,22277.0,13678.0,82.84,84.35,27.33,,
2023-05-25,60704.0,60680.0,71337.0,71129.0,1976.8,1969.65,23.42,1983.1,23.24,131789.0,13443.0,103.89,3.7419,6.991,82.7,1.0788,60196.0,60389.0,59725.0,59860.0,7558.0,7698.0,71924.0,72134.0,70854.0,71086.0,17421.0,14231.0,82.7,85.33,26.68,,
2023-05-26,60228.0,60361.0,70312.0,70285.0,1962.3,1948.25,23.01,1962.3,22.91,131789.0,13443.0,104.25,3.8174,7.008,82.75,1.0728,59700.0,59955.0,59363.0,59460.0,8442.0,6284.0,70841.0,71151.0,70156.0,70242.0,17144.0,14712.0,82.75,85.65,27.32,,
2023-05-29,60052.0,60142.0,70191.0,70500.0,1953.5,1947.9,23.15,1963.1,23.36,117390.0,13177.0,104.25,3.7983,7.006,82.6075,1.0764,59542.0,59660.0,59225.0,59353.0,5018.0,3805.0,70405.0,71429.0,70374.0,71229.0,17967.0,13610.0,82.6075,84.04,27.01,,
